"ORIGIN_STYLE","REPLACE_STYLE"
ODLRPE3,ODLRPE131
AMU75,RZ74
MG21,MOP17
MAR55,CRK2
SRHNB24,KSAPE99
HA258,NMK16
OC26,RED40
MNL193,MNL178
LSS24,MNL113
STS31,RZ59
MN131,NK37
OCAHNB13,ASR12
KP57,SRHNB54
KP57,ZACHNB73
NM143,CD14
ER12,PK141
TA27,KF46
BC73,HB11
NLS59,NLS80
JG71,KP28
YA102,PKB1
VLV7,RY27
VLV7,MS57
TT45,LR37
AMU6,TYBAHNB34
KSPE42,CO53
KF29,ALC43
MNL188,EJ62
ALC19,CVN40
MN70,MLAHNB6
BC88,MN40
LSS27,SA94
BM299,BM402
EJ26,LP5
TR44,TT59
MN6,TT57
FP21,DLM18
SW9,BH25
RM39,AX68
HL101,HL166
SAN1,ELK5
HB46,LAP50
SAL22,TE64
NM106,TT54
LSS3,MN18
HA297,MNL225
CT18,JS77
WIS6,HNT2
KS29,KS40
ABPE57,NR42
GRL20,SB54
CMKBRC5,CMKBRC30
YA108,MSGM46
PHLHNB14,VD23
EJ104,EJ178
BM313,BM347
BC100,MN53
SW277,BM471
PK86,BM307
WDHNB12,CN99
JS111,CN98
HA157,KS50
TA113,PR76
HL159,RT79
AP24,NLS77
ODLRPE46,ABPE79
CP3,BM218
MAH6,MNL62
NM249,SAS6
JWG40,DVF105
CMO8,TA46
CRABRC15,SMDBRC43
LSRNG1,ABPE107
IA18,MN10
HL87,MNL58
LKL4,MN49
CAE3,TT172
TYB50,TB144
GA3,BM23
TH71,ZACHNB38
BU12,MOP14
NK46,RT54
PA2,MN7
TYB85,TT265
BM266,BU15
SH164,KS104
MNL125,MN38
MN15,MN50
NM118,MNL4
VD14,EQ63
MN70,CD36
KJLNK35,PRLNK7
RT58,KK5
CR43,MN70
MNL210,KS85
RKB1,DTP1
KJLPE82,DNJPE61
EQ18,DRW8
TNT18,TB190
HL159,CN101
PK147,KF23
ASR3,PPC18
SW170,STS27
FP9,BM309
ASR5,KP7
NM214,DNJPE70
SH284,DVF249
EF54,NK5
PLL7,GOJ5
HA300,CST17
EQ50,CAE6
NLS14,BM110
CAE3,MNL195
SWAPE74,SH200
KSANK130,ODLRPE140
SRHNB26,ALSHNB17
BC48,CO39
TE46,EF196
ML111,MH5
BEC8,AMR35
SA44,TT103
JS23,NM177
ALD3,MNL190
TA108,TA106
KS52,SH136
BM439,ML150
MN50,LAP45
MN50,SW101
SW144,NLS14
NM182,BM226
ML45,BM425
EJ121,CS45
RT58,JE87
TB208,RZ78
KS93,MN137
SH248,DL48
JE50,TYBAHNB12
HA47,NM161
CCH11,MNL233
EF86,NM65
KS83,KS86
YA114,SW385
BL16,JE20
EJHSG34,EJHSG90
PK220,NM318
RVN20,RVN21
HA190,BC110
TA47,MNL170
LMC12,NK55
JE57,WW2
EJ69,LZPE15
TLR9,RZ65
RT16,JS11
TT98,BM252
EJ39,HL189
TYBAHNB148,RBMKHNB140
MN129,TB117
MNL2,CN20
ML107,AP6
TB239,FP103
MNL22,TA33
MGN4,BC113
EF99,TK44
TT77,MN62
SA72,TA45
KSAHNB136,HA298
BM81,BM406
NK71,RT142
TT184,KS116
HA172,OS19
KSABRC42,ELCBRC50
VIN3,TE47
DVF73,PPR8
BDK27,RL23
KZ2,CY2
JG21,MNL114
MNL63,AMU68
BDMNK1,KJLPE32
SWAPE117,GJPE28
BM250,BC106
KSAPE39,ODLRPE140
TB210,DL34
EOHT6,GNYHNB11
JE69,CLY5
EJ83,ML209
AP15,BM201
CED10,BC109
KS1,BM171
ELCPE16,MAUPE1
EJ107,MAR28
YK31,BRA9
HA175,BM273
PK161,LSS25
EF189,BM179
PK35,HL153
CBBRC3,KDSBRC3
HA157,CO54
HA157,BM294
BM160,BM224
MAR7,DL23
CE10,ABR10
SLN15,CR38
MNL169,SW115
NVL2,BM480
RAO29,HA158
LSS15,JS77
JWG35,KP58
NM266,MN122
GJNK22,RM54
GJNK22,STS59
RT181,SW565
RM29,NLS50
SH205,MN136
SW298,EJ184
DL78,KP64
JWAHNB3,RZ16
SH166,SH116
MNL127,MNL79
JS111,EJ154
BM207,CN99
CBBRC2,NTBRC12
ASR16,TNT32
KSANK109,JPNK11
JG19,BOUPE3
NLS7,KS48
SW3,EJ68
MNL28,MNL33
JG59,BM401
BM48,BC68
TT66,SW306
YB10,RAO51
TH97,KPL1
LAP14,CLO2
AM3,WVG8
SW152,HA260
LP51,LR57
BM138,RAO20
CN75,PH48
GC12,PK86
BDVHB5,SWABRC8
BM168,BM521
VD9,SBAHNB9
WDHNB14,HHAHNB4
CAS18,TA117
HA245,CMO22
RR93,SW84
VD8,MRW8
LAP15,EJ110
DLM9,RT58
HVF12,KS127
CV45,BM162
CED43,TT203
ASR3,RM42
SA93,SA117
KS79,MN62
MTHNB2,DVFAHNB12
CN6,MGN2
SW391,NLS58
EJ63,DL112
NM272,LAP12
NK73,MN160
BM143,MN38
CD27,DVF50
BH31,SW156
CN49,CN18
NLS78,EJ156
ANHPE23,ABPE34
TT75,NC50
MNL167,HA340
HL87,NM114
NK8,NM120
SH151,BM297
MN25,JG52
EF74,HL180
SW152,NK103
BM173,JS26
TR41,RAO39
CP3,YA111
PK28,HM39
NK20,SH199
TK39,NC58
BECK7,DVF114
RJGPE29,CT18
TLR2,DVF150
ELCPE26,ODLRPE130
HL173,HL159
NC74,JS52
JS74,EJ153
LSS28,BM484
NM164,CLO64
NM284,KP20
KSAHNB104,RBMKHNB63
TT51,JE51
ELT23,NM301
BDK28,WVG55
MAR25,HVF5
MAR25,RAO51
TH62,SH192
DSQ4,LR40
KP27,MNL137
NK43,BC42
EF88,MNL68
NM118,NM172
MNL14,SH242
DVF45,DVF112
TA53,ZACHNB2
HA67,BM168
MS38,SW13
MRR15,TFL18
ODLRPE201,ODLRPE199
TAD9,MNL80
MAR9,ALC8
RM87,KF43
OC21,NM128
SRHNB72,HA241
BM162,HA85
BM527,TA107
HA157,ML108
PAU2,DM26
TB127,CS45
DV6,EF34
BM207,ADP53
YB18,GC6
SAN23,DL108
BM307,HA99
OC86,TYB56
KF26,SHL2
KS35,HA115
KS35,BC89
MNL188,BM299
SW78,HA81
EF97,TE47
NK6,HL166
JS107,FZ6
NM152,CRAPE6
MS45,NK6
TA116,PK189
CSAHNB4,LKL42
TFL4,AJY15
INGHNB2,NRAHNB21
SW140,BM200
RZ1,EJ34
YA96,NC51
SW150,MNL14
TYB67,LAV6
TYBAHNB10,RBMKHNB70
TYBAHNB10,SB23
JS14,BM139
DCH1,TT208
NM183,CLO11
NM183,PK45
BM208,EF66
NM143,MNL113
TT184,JW41
TT182,VIN20
NK8,EJ84
BM470,BM333
CLO36,SW490
KS110,LET11
SH120,MQ8
EJ95,JS106
KF18,RAO49
LMC11,LAP13
SW329,SH160
AVMBRC29,PRLNK44
SA74,CD22
BDMNK1,KSPE37
EJBRC1,BM232
YK14,IA19
BC35,HA161
BM263,TA29
CMKBRC22,ODLRBRC127
TH69,JE3
HL107,HL169
LKL33,HA324
KDSBRC97,DVF67
JG42,CS48
SW92,HM38
ASR9,RMB2
HL127,HL164
AP28,MN133
LAP52,NM167
DVF136,KS80
RT126,ML143
ELT16,HA182
DL50,ML224
TYB60,EQ59
INGHNB5,EUG1
MNL31,YA95
MNL31,MNL52
NLS1,LAP6
MN38,TA58
TA30,CN76
BAMCB1,LR77
MN38,HP89
TRU3,SAL22
BM287,BM309
GA30,TYB22
HA174,PH27
LVD5,MN151
KSHNB21,PLPE7
ZJ1,PK26
TYB16,CR27
JS37,MNL200
HA181,ADE10
BC45,MNL25
MNL195,NM183
CP13,KJLBRC98
KS83,MNL83
BSH3,KS149
EJ34,NK50
PH53,KF39
MGN6,TA72
JS41,JG24
BL4,TB147
HA181,CP6
RR65,MN38
BM273,JG28
MH6,FP23
ZACHNB71,ZACHNB58
SAS5,HVF8
CRLPE6,CRLPE7
BM431,KSANK130
MN143,EJ95
SH208,TH49
LSS24,TT119
TH62,DVF77
AMR27,PTS5
OC52,AP17
BM467,KDSRNG96
LP63,RMB23
CV42,BM470
LRHHNB18,AIHNB8
HL99,VE32
BM343,BM431
DVFAHNB18,WDHNB7
BM289,BM183
BP26,CR8
CN18,ADP3
SW118,BM238
LAP13,CD25
KS81,SW107
SH159,MN37
CR27,YA101
VW26,BC39
NM164,RKB2
LR63,CD8
CR13,RAO47
MNL96,MN114
ML202,MNL7
ODLRPE57,KJLPE4
DNJPE55,DNJPE60
EJNK2,JBN1
YA62,BM154
PPR7,NK61
KDSPE30,KDSPE48
ODLRPE7,ODLRPE129
BM139,MN19
FZ14,EJ102
MNL17,JLCPE1
DLM1,LAP3
AMU15,RCY2
DLM13,WVG22
DLM13,SB25
BM163,BM112
BM230,JSC13
LRHHNB18,EJHHNB73
JOA16,WVG18
KS115,CED43
WDHNB19,TMAHNB7
DVF201,DVF48
MN63,MN2
BC63,MNL65
SHL1,MH29
BC57,HL87
BC57,KSNK44
LMC1,JS73
JG19,MNL70
TH40,JS18
DM41,NM129
HTC19,BM273
EJ153,BM293
MN111,JSC14
HA184,MN18
SB72,RM100
JG43,LKL26
BAMNK1,KSANK36
BM125,EJ144
TRT4,JW37
SH99,BM179
CED37,EVD4
LKL43,BM410
BM130,NM105
EJ47,MNL30
BM163,BC35
BM163,BM143
BC43,HA185
SWAPE10,RJGPE35
BL60,EJ208
CE2,CN15
OC24,BC93
TT226,MAR18
TH58,TT160
BM153,ML45
NRAHNB8,GOJ7
LMC2,MNL118
WDHNB9,RBMKHNB38
MN61,MN21
KU22,AZ6
KS33,CN65
MNL119,MJPE15
EF180,MRW17
SH154,KS135
ODLRPE143,KDSPE92
JOA1,TB158
MNL195,MN130
JS22,HL209
RKB6,GRL42
KSPE32,CNRPE7
MNL33,THF3
BM426,RAO12
LKL45,HL195
MB3,SH125
TA108,TW1
JOA31,VIN52
TA41,LAP15
RT137,JE67
BM272,TA32
TYBAHNB4,CR100
TH62,SW333
RKB3,HL197
HTC26,LET29
AVMBRC29,PRLBRC7
BM328,MN38
ZDV16,HA279
TE66,DLM20
TE66,TH81
EMS7,TNT63
HL113,HB4
HA157,HB13
DJ6,EJ108
SW376,CR90
SW284,KS39
NL101,SCS33
SAB3,OC51
CUP37,SW408
BM254,LMC3
HA80,HL142
ELT9,HB4
NK15,BM202
MRW2,ANR33
MAR1,OMR1
TH34,BL18
BC107,ML96
JS84,CR14
BC76,EJ97
LSS5,BM347
LKL38,CT28
TB107,JW6
EUG8,MNL68
CS48,JS27
NK38,BM154
BM373,BM367
KJLPE93,LSPE40
RED18,TT152
ML103,JG56
TA15,BP22
BC100,CO46
HL93,BC73
CY14,NM215
CY14,BM362
NL11,LP17
JE64,PK277
SH122,ML191
SLN12,EJ123
RT60,EQ18
MNL48,BM140
SU12,DL23
SW329,NM296
BM236,MN4
BEC8,MN21
DVF230,FLN8
BM226,NK39
MN19,TA56
RM18,MS39
TB142,JSN16
JWG20,KS137
BM317,CN36
LAP35,DVF126
HA171,BM212
TA69,AX59
JG31,CN86
EJ20,DVF46
SH88,MNL58
KS52,DVF34
MH1,JBN2
CD11,NC51
CMO7,ML119
ML192,HA288
MNL24,BM196
MNL52,YB31
WDHNB14,SRHNB21
MNL137,SH166
BM212,NK37
KOM11,MN36
KU15,MNL109
NK39,BM127
BM399,BM48
EF121,JS22
NL42,VLV12
RZ1,SW84
BAMNK14,LZNK5
KS82,HTC16
MNL126,BM180
EJ109,NM172
MNL120,HA163
MN139,JG41
VLV1,TK36
CAS22,MN38
TYB67,FP37
NCMPE4,SWAPE75
JS83,GEN1
SA121,CN78
BC94,TA57
ELT16,MNL128
NK73,BM478
LP67,NL53
NM261,MN68
SW158,SH121
KJLNK34,ODLRPE93
VWNK3,ODLRNK29
BL18,RED17
VD5,BL10
TA55,MNL125
NM168,MN122
NL65,ODLRPE84
RZ14,FNP15
NM261,SAL23
EQ17,SAK2
VIN3,VD14
KSHNB21,DVFAHNB19
CV40,SLR2
TT191,CN18
LAP52,ML208
CN64,BM238
BM212,BM103
CN10,SH147
TH69,VIN42
KSABRC19,KDSPE87
TT75,RAO19
CL44,NK25
EF74,CN92
KSABRC19,MLAHNB10
BP33,SH140
KJLPE82,ODLRPE110
YA104,CAS55
LR76,RM13
MNL195,TA55
KO11,MNL114
MW21,SH47
EQ41,KDSNK82
RZ32,ML193
RT150,NLS87
NK22,BAMPE21
PR74,DL95
YK37,MN107
SH100,BM162
SH204,JS91
CT18,LAP45
JG22,MH3
KP55,WVG17
NM193,MNL80
HA255,LAP13
SW241,CN96
TT45,LP24
NTNK4,LFNK97
SWNK23,KDSBRC73
LRHHNB7,EJ72
DVF211,FZ29
BM362,GA7
OC44,PLL8
BAMPE2,SWAPE139
ML84,SH197
AF18,VW39
ELT6,LVF4
EJ83,CO22
HA59,RT53
KM3,MN107
BM180,MNL124
INGHNB18,SW317
EQ61,TNT36
HL209,LMC8
CAS23,JS86
CMO24,TT210
NLS71,EUG7
CR19,CD16
DLF5,KS51
NLS88,MSGM60
EJ15,RT135
SH126,YB6
KS169,BM532
ODLRPE135,ODLRPE153
HA255,CO52
LZPE31,LSPE33
NK103,BM273
BM347,NC63
DVF75,PK59
ML257,CAS41
EJ60,NMK3
KSAPE91,LFPE95
PPL11,JWG12
EJ84,CO50
PK206,JW5
SAL39,LP91
PK27,CR105
LRHHNB19,LRHHNB46
MNL200,CO52
MNL11,SW104
TT155,DVF112
GJPE18,KDSPE131
LKL50,NLS25
PK250,JBR6
DL101,ML213
SA58,HA204
HL157,BM279
CR107,BM48
DLM25,SH191
NLS5,TA116
TNT18,MAR12
SB71,BJN12
ADP52,NK70
STS4,BC98
HA195,CN88
FZ31,TA132
SWAPE22,JLCPE1
SWAPE22,KSAPE164
NLS2,NLS7
NVL1,MNL178
RBMKHNB84,MGEHNB3
CN58,CN44
TYB63,SLR29
BM509,PK230
BM494,NLS57
MGN7,HL204
SWABRC8,ABBRC69
KU22,MNL42
TT115,BM445
TNT2,EJHPE68
EF46,SWANK3
EF46,KSNK56
TRT4,JBN1
AP13,AL10
PPC34,MNR2
JLCPE1,KSAPE69
JE4,JE70
CD4,EF65
MNL103,BM420
MN108,LAP13
FRNHNB2,AP15
OS29,LAP47
EQ6,BM280
HL152,BC112
EJ39,NM216
SH73,SH70
JPPE5,RAG10
NK103,PRLBRC46
RI6,MN32
RJGNK10,GNYHNB12
JS14,BM302
SW310,MN44
MN11,HL173
JS15,SW119
ADP3,ADP41
BM187,DM39
DTP29,AAD1
GBA5,GV12
SH106,SW126
SLR25,YB30
JG34,YA101
MNL2,BAMPE4
MNL2,SWNK39
PK186,EJ77
CD6,BU7
BM355,LAP60
DL112,WW5
SAL33,MNL221
NM189,MNL112
KS55,DMN18
TLR4,NMK13
TB139,JS23
DL2,TB142
DVF115,MN49
JG38,EJ7
HA85,MN15
PRLPE18,SH243
ELCPE24,ABPE92
SW287,ADP11
EJ186,EJ112
MO60,MN1
GRL35,AMR51
CR14,NK7
ALD35,ALDSCF49
TH97,TH94
ADP34,JR13
NK112,CAS21
MNL121,BM407
MTS5,PK104
SAK4,HA186
BM236,BM313
MJPE12,ABPE77
GJBRC2,KSAPE160
NK59,NK2
TBD2,SWAPE116
SWAPE11,BM343
HA150,MN4
MNL4,TA27
GBBRC1,ABPE44
BL11,WVG8
TYB12,TYB30
DLM25,SW153
RR85,BM297
SH219,PK52
PRLPE13,KJLPE8
KJLPE89,ELCPE28
KJLPE89,EJHHNB86
CO48,GV14
TRU1,TA36
TT196,BM459
NK20,NK5
TB172,DL137
TBD2,BM471
JG21,JG59
PK70,RAO42
EF210,EJ112
NLS17,CN78
BM343,LFPE78
HA151,HA165
BM278,KU24
NM201,TA29
TA53,NM257
PLS20,MO125
GRL35,TJ8
GRL35,EJ122
MNL121,CL45
KS101,PPC3
BM106,RM6
SH113,BM170
LVF1,PK99
MNL4,BC108
TT45,MNL68
SWAPE97,DVF113
ADP72,MNL103
DVF216,HA333
FCHNB2,TB170
FCHNB2,MSGM73
BC67,TT157
BM120,TR45
TT66,SW289
SWAPE24,JPNK11
SW14,BM362
DJ35,SW438
MNL181,NM189
CR14,EQ49
RVN10,CLO7
BM467,NC84
KS19,DVF74
SW145,EF121
ZACHNB35,KS70
HTC18,COH4
EJ57,BM259
TYB28,EQ45
MNL2,NLS9
HB4,YK10
ADP71,KU37
LMC3,BM212
HL32,SW135
HA240,TA41
FP91,SAS11
AMU39,SH223
ML107,BM418
NM285,EFA11
PRLBRC4,BAMBRC3
LAP48,HL195
MNL7,EJ146
SW347,CN98
DLM55,DVF205
AP30,HA169
EF192,DVF115
BM342,JLSN3
MN19,KM3
JG66,CN99
CAS31,JS86
EJ30,VLV7
SA72,JS18
JS12,HL171
HP68,EJ52
SWAPE87,EJHBRC48
SWAPE87,MGLPE17
NLS28,HA197
AQ23,SA116
JE1,RM17
RZ73,TNT18
HA259,UNW1
BM217,BM254
BC106,BM201
YA104,HB8
MN67,LSS14
JG54,BM297
KS26,PNK4
TT166,SH206
OC14,MNL93
CMKBRC5,LFBRC62
RM11,EJ87
LAP12,TA53
BC48,NTC1
NLS22,NLS14
NLS20,SB49
TYB48,ML140
CL33,BC82
MNL48,NK39
RBMKHNB62,TYBAHNB73
JBN3,DVF128
CMKBRC31,DVFAHNB6
CS61,PPL3
TT73,OC47
NM129,NK112
HA193,HA204
VE33,BL20
CH4,LAP2
SH98,SH35
JS73,JS44
JS98,CS57
PR20,MN11
TA27,TA126
TLR14,BDK3
SUM7,TMO10
TT74,TYB24
SH82,EF111
CAS38,LSS5
TA57,MNL95
MSGM42,KP9
HA158,HA169
NTC1,SLN2
ML149,GRL18
MNL125,MNL166
GV12,BL8
BM287,MNL93
FP74,JE28
MNL179,LAP48
ALD46,JE16
BM53,BM326
BM154,BAMPE22
TA53,SW164
CR99,AP24
CLO4,LAP11
JS16,AVMBRC28
PRLPE35,ELCBRC29
TB122,JE29
DVF108,ML145
CR43,AP20
YK20,NLS91
SW163,BM431
SU30,PR66
RY23,LR45
KDSNK59,ABNK64
ADP72,BM424
LRHNB16,GRL10
BM292,CN95
HTC22,MNL199
CN54,RY6
BM208,BM333
BM270,BM407
CAS22,OC54
PR20,EVF4
LP34,MNL63
ELT9,BDK31
BM528,SAN15
DLM40,TH88
CS47,PPC36
SH195,RED43
DVF210,ML230
SPL10,ALF5
LKL36,ABPE94
CD7,PK62
SA93,PG31
KDSPE36,LSRNG1
CR39,SA70
CD33,NM271
EJ39,EJ65
KJLBRC97,DNJNK87
NM122,BM165
NOIPE1,DVFAHNB19
TT146,SW310
PRLNK24,LAP1
PRLNK24,EJ61
BM204,RZ6
MNL28,MNL172
LMC9,JG68
CLO63,PK176
BM356,BM358
BM112,MAH5
YK30,KPL6
CNRPE4,TYBABRC107
TYB2,HA282
JS95,RAO52
SRHNB12,BAMPE53
RAO38,ALD39
TT97,FP61
MN68,JG101
AMU68,LKL62
LKL44,MNL211
LAP13,CD5
CVN76,CVN72
BDK1,WVG12
BC82,SA59
RJGPE21,BDMPE3
EVD7,DL86
SW112,MN44
NL34,SH36
DVF149,DVF141
NM215,VO16
SH111,BM480
BDK46,RM41
BM120,RR73
NC32,KSPE10
NC32,KJLBRC36
HTC2,HA301
SWAPE59,LFPE72
SW164,BM424
RT74,EJHSG77
JG60,CAS18
FP57,SCS35
CAS65,MNL168
MN19,MN34
SW169,PK168
ML150,HB24
JG57,PK159
BM366,CO63
RZ31,CR90
WVG26,KPL16
BM289,TA36
CY7,BH27
JE40,TFL12
SH223,CVN52
SW24,JE7
JS14,MNL47
LAP11,HA144
TT201,SBL13
SHIBRC10,EQ53
EJHPE49,BEC6
SH47,SH115
MNL53,JS13
LKL42,SW282
LKL42,BM455
ALAL21,ALD55
BEC1,EJ61
CN10,BM431
CN10,TA115
JW11,EQ57
TAD9,MNL109
MDS3,SAL34
NM204,LP62
STO15,NLS16
SB48,NK113
DLM44,EJ88
CED25,MN131
CLO30,TR45
SRHNB14,NC71
SW381,MNL64
JS80,ML209
PNK3,CR14
EF188,TNT8
TR52,NK37
PPR7,EF63
JG32,KOM11
EJ177,CO62
SH100,PK16
TT53,TR38
WVG11,TB122
KF7,JG59
CED45,FP69
BAMBRC2,DNJNK38
SRHNB25,NRAHNB21
TB101,DM34
EF112,EF189
WDHNB12,ALSHNB11
PRLPE36,INDPE4
SW56,EJ95
SH154,NL65
KSBRC10,EF106
EJ45,BP31
BM208,JS107
ELQ6,ELQ8
SA81,MNL127
SH121,KP46
NC82,NM183
NC82,LKL38
SH125,MN62
KO11,SH201
ELT21,LAP39
TT71,MH5
FP9,RT78
SW13,SW15
AMR11,PH45
YA62,NM189
YA62,NM143
JN4,ALD41
LAP52,HL164
SAL20,MN127
MNL,RAO52
TB131,BM359
BM207,TA129
SH77,TYB42
BM223,PPR2
SH194,MN136
BM483,BM348
ABPE52,BAMNK58
LAP44,SMDBRC26
SW367,HA250
RED20,NMK10
MNL119,AP29
TR35,SH86
SW336,BC160
JG64,JG34
KS1,MNL62
JE3,TB130
NRAHNB4,BBHNB1
EF121,MN59
NLS55,JG31
MNL64,BM421
SMY9,AMU40
MNL120,AP22
CRLPE6,VIN1
FK2,TT234
MNL2,BM231
CLO59,CLO48
AVMBRC10,KDSBRC63
KF40,KS122
RT174,EVD1
KSPE33,PRLPE18
LAP13,EDPE2
EJ52,BM269
RED47,GA30
BM154,BM347
TA72,EF106
YA104,CED45
DTP19,KJLPE113
RZ42,PTS19
EVF3,OS6
NM169,MN24
CRLNK2,BAMNK26
VLV1,BM127
TA12,NM257
BM302,MN108
JLS2,AX30
RAO27,CN63
GBA23,PR63
RT58,ML145
BL18,JBN4
EF65,CED20
KPL33,HB35
PK255,DL159
HHPE5,CN95
NK41,MN49
AX34,AMR11
BM454,NLS91
FK25,SLR37
AP24,SW130
CN63,BM289
KSANK40,BAMNK1
LP64,CN88
NM318,NM160
TFL9,TME19
NM121,RAO13
SRHNB25,NM253
FK3,LKL3
MN54,MN111
CV39,EF105
CV39,HA179
PR71,MBG5
KSARNG82,ODLRRNG115
NLS22,GA16
MST11,EQ62
SWAPE9,KJLPE111
BH15,JG68
SWABRC55,SH165
BM364,NK59
TNT27,AX88
RT145,TT206
BC82,MN40
ZACHNB29,ZACHNB26
DVF78,LP78
DL41,AX40
DVFAHNB20,DVFAHNB26
CMO2,OCAHNB2
TT192,PG24
CN6,CED31
EF135,SH153
JS44,AP29
TE72,JS130
YK16,MH10
CLO10,LR62
HA185,MN155
GA25,GOJ6
GRYPE6,ODLRPE120
ODLRPE166,ODLRPE152
JW35,DL78
HA150,TA30
WVG8,RZ54
BM225,BM186
BDK17,BL23
JE4,DVF243
SAL38,SH77
ABR7,VO15
CUP1,NM310
DVF52,CR112
AID8,BM212
HP35,PK79
TA15,MNL114
EQ1,KS51
BC94,BM270
HA106,BM250
TB117,MS55
BRA11,TJD3
HB7,EJ102
VW45,HA158
KSAPE25,SMDPE42
AX22,STS40
DVF156,DL175
JS87,JW2
SW80,MNL68
DM21,BU7
SW116,BM347
MV11,PK204
EF187,CY19
JE2,BDK7
TH71,TJ4
TA30,TBD4
PK28,MNL36
PK28,MNL53
NM140,NM257
PRLBRC4,SWPE10
VIN3,BDK20
BM154,CN52
RJGPE22,ABPE76
KDSPE94,KJLPE73
KSAPE124,ELCPE38
BC113,TA75
LR22,HA101
VIN44,RM78
LSS24,CP3
TT51,CR10
TA139,TA138
CLVHNB24,FZ10
TH58,PIA4
CO53,MS58
CLO45,SAL5
NK6,NK22
DLM13,SW320
CAS54,SWAPE138
CMKBRC5,MN61
CR39,MNL79
CR107,SW241
AX13,NK99
JS73,CR38
ML108,TB163
TA75,JG39
KS102,TT164
BM364,LFPE78
BM168,BM254
CS37,NM213
CD14,BM422
MNL12,TA27
SB15,JE10
BM357,HB16
JS41,EJ111
NK22,JS46
AL5,YA69
TT247,SW186
AMU34,DVF49
BM140,NM257
PR66,PR68
TE39,NC82
SWNK23,SWNK12
EJ72,OC67
SBL12,JW29
LDT2,ABBRC110
SW306,SLR3
SW306,SH230
PK27,JG57
MN112,TLR1
HA200,NM215
BM310,CN53
EF196,MNL170
NM271,EJ78
BM303,BC76
DL13,DLM28
SWNK1,ABNK81
PK151,TA107
MN107,MNL116
BM364,BC113
LFNK13,PRLPE13
VD17,GJNK7
EMARNG15,PK176
SAL12,TT146
NTNK1,ZACHNB2
GRYNK30,FRNHNB4
PRLBRC2,NCMBRC1
CAE48,CAE51
SAL30,SMY4
SAK3,PK206
DTP11,BM481
JOA16,SH153
NC20,NM205
CMKBRC22,KJLBRC22
BAMPE8,MNL188
LET20,RP16
TA106,HA266
TA106,DTP23
CED27,DVF140
TE60,EJ196
JOA21,OC92
JG35,TA53
TT268,LP85
NK69,TA68
BSH11,FP63
TT143,SCS23
SW165,SW147
JS48,SW100
SW150,BM302
YK30,TA121
ASR5,ELCPE38
SA79,CD32
EF187,EJ101
DVF159,MNL197
MGN1,BM354
OS15,AMU6
TR60,GNYHNB3
HA163,NM163
HA187,YK34
TR54,LAP40
MO72,HA152
EUG10,EVD16
SWANK66,SMDBRC32
DNJPE52,KSAPE34
SWABRC93,JPPE32
SW144,BM480
GWBNK6,VLS3
NK15,BM291
CN55,CN43
NL86,CST2
PPC61,DRW26
RM36,GRL13
BM137,BM206
RT50,CR92
TA16,NK50
RAO54,RM27
SB30,NLS19
TT178,BM435
TA51,CD20
BM250,HL193
EJ39,EJ48
PRLPE23,ABPE35
JS52,SLN14
NM165,MN52
PAU3,NM221
SAL33,KNZ3
EQ13,NM297
MN34,TA128
TA71,LDT8
KSAPE22,GJPE28
JLS2,NL74
CMKBRC28,EDBRC16
AP14,DNJPE28
FK3,MH8
LVF1,CVN34
BC34,EF47
RT113,CAE18
KS52,FP84
PK37,CLO25
BM483,MN155
BM307,BM354
HA329,JG81
SH100,RZ7
BC112,EF130
HA117,NK24
FCHNB3,FRLHNB10
SBAHNB14,GNYHNB12
NRAHNB5,TYB17
MNL11,SAL22
SH154,KS58
BL5,TH24
EJ45,EJ154
FK4,RT110
KSAHNB143,ML182
BM279,HF3
BC87,TA17
DL152,DVF57
LAP44,MNL53
RED18,ZACHNB28
SW80,MNL42
EJ66,VE33
TB119,YB23
DL116,MRR4
MNL58,BM98
ADP31,BM232
CLO59,ANR9
ML136,DVF48
CN10,PK147
HA180,CS63
CLO54,RVN20
DNJNK39,KJLNK17
DL117,SLR30
NLS56,KP49
BM491,HA282
TT73,CS50
MN36,MN18
RV8,CAS66
CD35,DVF112
BM412,CR109
HA67,MNL105
NIK18,CT27
CED33,PR51
BM180,MN34
ASR5,SH270
KSHNB44,TYBAHNB13
KSAPE125,TYBAPE18
MNL96,MNL98
LR12,BM166
MNL24,BM168
MNL24,MN19
NC16,CD5
DLM24,RT94
LAP15,BM212
CO46,ML114
HL149,HL209
PKB1,SH122
OCAHNB1,KSAHNB171
TNT16,SLR37
BM347,BM430
BM549,BM547
TNT34,AMR33
LMC2,NM296
BM175,BM174
TYB33,NR53
MNL34,CN80
BU6,DVF49
MRW5,HVF6
BM154,BC45
HA257,LSS30
NM165,TA58
SWPE25,BDVCB10
RM21,TB142
EJ107,SH273
SW302,CVN12
HP69,BM133
ABPE35,ABBRC40
TT74,CR16
TA18,NM191
TJ15,SH196
SH96,KZ3
KF6,TA72
ML107,NM183
HA293,JW2
SU24,ML192
MN19,MN129
TYB40,TRT8
DM44,YA99
BM90,NL42
EJ30,TW2
CBBRC3,ELCBRC34
CR39,MGN2
CR39,TA76
MH37,MN139
SWAPE9,EDPE31
CH6,YK13
SAN9,SPL14
DVF49,DVF76
SLN13,MNL112
RT116,JW6
PNK4,SA63
TLA3,RAO42
NK73,SH133
TA51,BC107
EF81,KS30
MN41,MN1
